d,agent_energy0,pred_energy0,speed,seed,comparison,base,other,base_outcome,other_outcome,base_event_time,other_event_time,common_alive_ticks,delta_event_time_other_minus_base,dE_agent_t1,dSep_t1,dPredDispAlongEscape_t1,dE_agent_t5,dSep_t5,dPredDispAlongEscape_t5,dE_agent_t10,dSep_t10,dPredDispAlongEscape_t10,dE_agent_t20,dSep_t20,dPredDispAlongEscape_t20,dE_agent_t29,dSep_t29,dPredDispAlongEscape_t29
120,300,200,10,1,plus15_minus_0,delta0,D+15,captured,captured,2.2,3.1,21,0.9,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,10,1,minus15_minus_0,delta0,D-15,captured,captured,2.2,3.1,21,0.9,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,10,1,plus15_vs_minus15,D+15,D-15,captured,captured,3.1,3.1,30,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,10,2,plus15_minus_0,delta0,D+15,captured,captured,2.2,3.1,21,0.9,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,10,2,minus15_minus_0,delta0,D-15,captured,captured,2.2,3.1,21,0.9,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,10,2,plus15_vs_minus15,D+15,D-15,captured,captured,3.1,3.1,30,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,15,0,plus15_minus_0,delta0,D+15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,93.75397654159721,-29.314825480525542,-0.14040876948030245,100.6564385438268,-29.62278552483076,-0.2188933294036488,192.2003737410301,-170.4988436652111,not both alive,not both alive,not both alive
120,300,200,15,0,minus15_minus_0,delta0,D-15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,93.75397654159721,-29.314825480525542,-0.14040876948030245,100.6564385438268,-29.62278552483076,-0.2188933294036488,197.39292959911603,-174.98094764808684,not both alive,not both alive,not both alive
120,300,200,15,0,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,22.9,22.9,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.192555858085939,-4.482103982875742,not both alive,not both alive,not both alive
120,300,200,15,1,plus15_minus_0,delta0,D+15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,93.75397654159721,-29.314825480525542,-0.14040876948030245,100.6564385438268,-29.62278552483076,-0.2188933294036488,123.8362336792161,-116.69479615207547,not both alive,not both alive,not both alive
120,300,200,15,1,minus15_minus_0,delta0,D-15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,93.75397654159721,-29.314825480525542,-0.14040876948030245,100.6564385438268,-29.62278552483076,-0.2188933294036488,247.69531966307017,-224.05371624474628,not both alive,not both alive,not both alive
120,300,200,15,1,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,22.9,22.9,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.85908598385407,-107.35892009267081,not both alive,not both alive,not both alive
120,300,200,15,2,plus15_minus_0,delta0,D+15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,93.75397654159721,-29.314825480525542,-0.14040876948030245,100.6564385438268,-29.62278552483076,-0.2188933294036488,206.17186329081085,-182.4902669741541,not both alive,not both alive,not both alive
120,300,200,15,2,minus15_minus_0,delta0,D-15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,93.75397654159721,-29.314825480525542,-0.14040876948030245,100.6564385438268,-29.62278552483076,-0.2188933294036488,184.75880169956577,-164.01994197872682,not both alive,not both alive,not both alive
120,300,200,15,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,22.9,22.9,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.413061591245082,18.47032499542729,not both alive,not both alive,not both alive
120,300,200,20,0,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,77.61737485897964,-79.99874572086901,-0.0860399257585982,212.68513974399303,-139.16708026325523,-0.0860399257585982,825.2472499421964,-358.3698542610691,not both alive,not both alive,not both alive
120,300,200,20,0,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,136.05964093789493,-124.52493535776557,-0.0860399257585982,269.7712824836827,-167.42214601473188,-0.0860399257585982,486.4763213590993,-213.97908550487682,not both alive,not both alive,not both alive
120,300,200,20,0,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,58.44226607891528,-44.52618963689656,0.0,57.08614273968965,-28.25506575147665,0.0,-338.7709285830971,144.3907687561923,not both alive,not both alive,not both alive
120,300,200,20,1,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,44.23272146143256,-57.686060894601724,-0.0860399257585982,-51.97852920943228,-37.49960534775255,-0.0860399257585982,-641.1011903040333,132.99784707494382,not both alive,not both alive,not both alive
120,300,200,20,1,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,148.16116138786487,-139.58397815409808,-0.0860399257585982,348.15310437882573,-249.55545060431814,-0.0860399257585982,775.1188742518578,-578.2850681979735,not both alive,not both alive,not both alive
120,300,200,20,1,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,103.9284399264323,-81.89791725949635,0.0,400.131633588258,-212.0558452565656,0.0,1416.220064555891,-711.2829152729173,not both alive,not both alive,not both alive
120,300,200,20,2,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,60.31706981604708,-65.66625417945306,-0.0860399257585982,206.09315175662084,-140.85717431029843,-0.0860399257585982,601.1670539781464,-367.8024057742541,not both alive,not both alive,not both alive
120,300,200,20,2,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,175.8666429877943,-157.82732596611822,-0.0860399257585982,253.89573589209863,-165.08947667073608,-0.0860399257585982,-215.86324636232848,-9.368653638727665,not both alive,not both alive,not both alive
120,300,200,20,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,115.54957317174723,-92.16107178666516,0.0,47.80258413547779,-24.232302360437643,0.0,-817.0303003404749,358.43375213552645,not both alive,not both alive,not both alive
